State,School Name,Location
Kogi,Ajiyolo Community Secondary School,Ajiyolo-Ojaji
Kogi,Community Secondary School,Ajekelaga
Kogi,Agbeji Grammar School,Agbeji
Kogi,Ochaja Boys’ Secondary School,Ochaja
Kogi,Government Science Secondary School,Dekina
Kogi,Christians Missions In Many Lands Secondary School,Anyigba
Kogi,Biraidu Community Secondary School,Abocho
Kogi,Muslim High School,Ayangba
Kogi,Christians Missions In Many Lands Secondary School,Ogbogodo
Kogi,Government Day Secondary School,Dekina
Kogi,Our Lady Of Schools,Anyigba
Kogi,Araba Community Secondary School,Araba-Salifu
Kogi,Community Secondary School,Okura-Olafia
Kogi,Christian Missions In Many Lands Special School,Iyale
Kogi,Ogbabede Community Secondary School,Agada
Kogi,"Government Day Secondary School, Odu",Dekina
Kogi,Ofoji Community Secondary School,Emewe Opada
Kogi,Grace Christian College,Anyigba
Kogi,"Ukpo Comm. Secondary School, Arogwoni",Ogbade
Kogi,Community Secondary School,Emewe Efokpa
Kogi,Community Secondary School Agbada,Unknown
Kogi,Government Secondary School,Ojofu
Kogi,Peter Tokula Memorial High School,Odu-Ofomu
Kogi,Emakoji Community Secondary School,Adoji
Kogi,Agala Community Secondary School,Agala-Ate
Kogi,Christ The Good Shepherd Academy Of Sciences,Dekina
Kogi,Oleniji Community Secondary School,Ajudacha
Kogi,"Community Secondary School, Etutekpe",Kogi
Kogi,Christian Evangelical Fellowship Of Nigeria Sec. School,Anyigba
Kogi,Christ The Good Shepherd Academy Of Science,Anyingba
Kogi,College Of Arabic & Islamic Studies,Olofu Anyigba
Kogi,Ss Peter & Paul Academy Egume,Unknown
Kogi,Power International Secondary School,Anyigba
Kogi,Isa Memorial Islamic Academy,Ajiolo Ojaji
Kogi,Saint Kizito’s College,Isanlu
Kogi,Oke-Oyi Science Secondary School,Ponyan
Kogi,Local Government Secondary School,Alalodu-Ejuku
Kogi,African Church Secondary School,Isanlu
Kogi,Alu Community High School,Alu
Kogi,Jama’atu Nasril Islam Comprehensive High School,Ife-Olukotun
Kogi,Oluyori Muslim Comprehensive High School,Isanlu
Kogi,Wesley High School,Ife-Olukotun
Kogi,Ejuku Community High School,Ejuku
Kogi,Isanlu Community Secondary School,Isanlu
Kogi,Ponyan Comprehensive High School,Ponyan
Kogi,Igbagun Secondary School,Igbagun
Kogi,Ogga/ogbom Grammar School,Agunbelewo
Kogi,Government Day Secondary School,Isanlu
Kogi,Community High School,Takete-Isao
Kogi,Asetu Memorial Commercial Secondary School,Oranre
Kogi,Isanlu High School,Ijowa-Isanlu
Kogi,Isanlu Victory College,Ilafin Yagba L.g.a.
Kogi,Local Government Secondary School,Idofin Isanlu
Kogi,Aunty Cama International College,Isanlu
Kogi,Community Secondary School,Igbo-Ero
Kogi,Jege High School,Jege
Kogi,Community Secondary School,Odomomoh-Ibaji
Kogi,Ibaji Community Comprehensive Secondary School,Enweli
Kogi,Community Secondary School,Iyano-Ibaji
Kogi,Government Secondary School,Onyedega-Ibaji
Kogi,Community Secondary School,Odeke-Ibaji
Kogi,"Government Day Secondary School, Ejule-Ojebe",Ibaji
Kogi,Edoja Community Secondary School,Uchuchu-Ibaji
Kogi,Father Dominic Arome Memorial College,Echeno-Ibaji
Kogi,Community Secondary School,Unale-Ibaji
Kogi,Community Secondary School,Affah
Kogi,Ibe-Oja Community Secondary School,Obale-Ibaji
Kogi,Ibaji High School,Aiyeke-Ibaji
Kogi,Community Secondary School,Nwajala-Ibaji
Kogi,Analo Community Secondary School,Elele Ibaji
Kogi,Ejule-Onu Community Secondary School,Ejule-Onu
Kogi,Akwuro Grammar School,Akwuro
Kogi,Omabo/Ojila Community Secondary School,Omabo
Kogi,Anocha Community Secondary School,Anocha
Kogi,Community Secondary School,Oforachi
Kogi,Ogah Memorial Grammar School,Idah
Kogi,Government Secondary School,Okenya
Kogi,Saint Kizito’s Seminary College,Idah
Kogi,Dickson Memorial College,Idah
Kogi,Holy Rosary College,Idah
Kogi,Saint Peter’s College,Idah
Kogi,Idah Secondary Commercial College,Idah
Kogi,Government Girls’ Secondary School,Idah
Kogi,Government Secondary School,Idah
Kogi,Polytechnic Secondary School,Idah
Kogi,Islamiyyah Model Secondary School,Idah
Kogi,Becky’s High School,Idah
Kogi,Babayade International College,Idah
Kogi,Trinity International College,Idah
Kogi,"Victory Secondary Academy, Iyogbo",Idah
Kogi,Community Secondary School,Ajaka
Kogi,Government Secondary School,Akpanya
Kogi,Akpanya Community Secondary School,Akpanya
Kogi,Adoru District Secondary School,Adoru
Kogi,Avrugo District Secondary School,Avrugo
Kogi,Community Secondary School,Ugwaka/Ollah
Kogi,Amaka Community High School,Amaka
Kogi,Avrugo Community Secondary School,Avrugo
Kogi,Community Secondary School,Ogbogbo
Kogi,Madonna Secondary School,Ajaka
Kogi,Community Secondary School,Ofuloko
Kogi,Islamiyya Secondary School,Ajaka
Kogi,Food For Thought Secondary School,Okenya
Kogi,Government Special Science College,Ajaka
Kogi,Community Secondary School,Ogbogba
Kogi,Baptist High School,Ekinrin-Adde
Kogi,Ijumu Anglican Science Secondary School,Iyara
Kogi,Baptist Secondary Commercial School,Iyah-Gbede
Kogi,Government Secondary School,Iyamoye
Kogi,Ahmadiyya Secondary School,Aiyegunle-Gbede
Kogi,Community High School,Aiyetoro-Gbede
Kogi,Government Day Secondary School,Ogidi-Ijumu
Kogi,Community Secondary School,Ayere-Ijumu
Kogi,Ijumu Local Government Secondary School,Aiyegunle-Gbede
Kogi,Okoro-Gbede High School,Okoro-Gbede
Kogi,Iffe Secondary Commercial College,Iffe-Ijumu
Kogi,Community Secondary School,Egbeda-Egga-Ijumu
Kogi,Ikoyi Community High School,Ikoyi-Ijumu
Kogi,Community High School,Iyara-Ijumu
Kogi,Government Day Secondary School,Ogale-Aduge
Kogi,Community High School,Iyamoye
Kogi,Iyara Muslim High School,Iyara
Kogi,Government Secondary School,Ayetoro-Gbede
Kogi,Community Comprehensive College,Ekinrin-Adde
Kogi,Community Comprehensive College,Ayeh-Gbede
Kogi,Community Secondary School,Ogidi-Ijumu
Kogi,Adekunle Ideal College,Iyamoye-Ijumu
Kogi,Ogede Secondary School,Ayetoro-Gbede
Kogi,Muslim Community College,Ayetoro-Gbede
Kogi,The Apostolic Church Ayetoro Gbede Area Secondary School,Odokoro-Gbed
Kogi,"Apostolic Faith Secondary School, Aiyetoro Gbede",Ijumu
Kogi,Lawal International Academy,Iyamoye
Kogi,Government Science Secondary School,Okedayo Kabba
Kogi,Saint Augustine’s College,Kabba
Kogi,Saint Barnabas Secondary School,Kabba
Kogi,Saint Monica’s College,Kabba
Kogi,Government Secondary School,Iluke-Bunu
Kogi,Kiri High School,Araromi
Kogi,Kabba Community High School,Kakun-Kabba
Kogi,Local Government Secondary School,Ayede-Bunu
Kogi,"Local Government Secondary School, Otu-Egunbe",Kabba
Kogi,Ajigba Grammar School,Olle-Bunu
Kogi,"Community Secondary School, Odo-Ape",Kabba
Kogi,Okebunkun High School,Okebunkun-Bunu
Kogi,Community Secondary School,Illah Bunu
Kogi,Green Valley Grammar School,Kabba
Kogi,Federal Government Girls’ College,Kabba
Kogi,Bishop McCalla Comprehensive High School,Kabba
Kogi,"Comprehensive High School, Oke-Offin",Bunu
Kogi,"Local Government Comprehensive Secondary School, Korede",Kabba
Kogi,Sacred Heart College,Kabba
Kogi,Christ Anglican Secondary School,Kabba
Kogi,Crowther Memorial College,Lokoja
Kogi,Saint Clement’s Minor Seminary Secondary School,Lokoja
Kogi,Government Science Secondary School,Lokoja
Kogi,Government Secondary School,Agbaja
Kogi,Bishop Delisle College,Lokoja
Kogi,Muslim Community Secondary School,Lokoja
Kogi,Army Day Secondary School,Lokoja
Kogi,Government Day Secondary School,Adankolo Lokoja
Kogi,Government Secondary School,Abugi-Lokoja
Kogi,Local Government Secondary School,Kabawa-Lokoja
Kogi,Arigbede College,Lokoja
Kogi,Michael Omonogun Memorial Secondary School,Lokoja
Kogi,Community Secondary School,Okofi
Kogi,St. Thomas Aquinas Secondary School,Lokoja
Kogi,Institute Of Arabic & Islamic Studies,Lokoja
Kogi,Harmony Secondary School,Lokoja
Kogi,Baptist High School,Lokoja
Kogi,Government Girls’ Secondary School,Lokoja
Kogi,Christfield Secondary School,Lokoja
Kogi,Ondare Musa Memorial Secondary School,Lokoja
Kogi,Local Government Secondary School,Otube Karara Lokoja
Kogi,"Al-Ansar Secondary School, New-Layout",Lokoja
Kogi,Local Government Secondary School,Oshokoshoko
Kogi,"Ecwa Secondary School, Zango-Daji",Lokoja
Kogi,Freedom Faith Secondary School,Adankolo
Kogi,Kings & Queens Onward International Academy,Lokoja
Kogi,United Evangelical Church Secondary School,Lokoja
Kogi,Teachers Home International College,Lokoja
Kogi,"Muslim Secondary School, Angwan Kura",Lokoja
Kogi,Grace International School,Obajana
Kogi,Government Secondary School,Koton-Karfe
Kogi,Community Secondary School,Gegu Beki
Kogi,Kogi Local Government Secondary School,Girinyan
Kogi,Local Government Secondary School,Aseni
Kogi,Community Girls Secondary School,Koton-Karfe
Kogi,Government Day Secondary School,Akpogu
Kogi,Rhama Community Secondary School,Koton Kanfe
Kogi,Rock “N” Gardens Academy,Lokoja
Kogi,Local Government Secondary School,Budon
Kogi,"Community Secondary School, Omoko",Kogi
Kogi,Kings & Queens Modern Secondary. School,Felele
Kogi,Community Secondary School,Ahoko
Kogi,"Community Secondary School,",Chikara
Kogi,Local Government Secondary School,Odah
Kogi,Amazing Grace Citadel College,Kotonkarfe
Kogi,Government Day Secondary School,Takete-Ide Amuro
Kogi,Evangelical Church Of West Africa Secondary School,Mopa
Kogi,Baptist Girls’ High School,Mopa
Kogi,Ilai Community Grammar School,Ilai
Kogi,Cruise Memorial College,Mopa
Kogi,Amuro Community Secondary School,Amuro
Kogi,Mopamuro Local Govt. Secondary School,Okeagi
Kogi,Orokere Comprehensive High School,Amuro
Kogi,Local Government Secondary School,Ayedayo Amuro
Kogi,Government Special Science Secondary School,Mopa
Kogi,Government Science Secondary School,Aiyede Amuro
Kogi,Community Secondary School,Ejule
Kogi,Community Secondary School,Ugwolawo
Kogi,Community Secondary School,Aloji
Kogi,Community Secondary School,Umomi
Kogi,Community Secondary School,Onicha-Igo
Kogi,Emodu Community Secondary School,Ofabo
Kogi,Community Secondary School,Ochadamu
Kogi,Federal Government College,Ugwolawo
Kogi,Community Secondary School,Agojeju
Kogi,Government Secondary School,Itobe
Kogi,Government Secondary School,Alloma
Kogi,Owowolo-Iyokpe Community Secondary School,Ofolikpa
Kogi,Community Secondary School,Ofakaga
Kogi,Community Secondary School,Alla-Ejima
Kogi,Model Girls Secondary School,Ogbonicha-Ofu
Kogi,Community Secondary School,Obagwu
Kogi,God’s Dominion Secondary School,Itobe
Kogi,Comprehensive Secondary School,Okabo
Kogi,Arabic And Islamic Secondary School,Ugwalawo
Kogi,Creative Secondary School,Ugwalawo
Kogi,Community Secondary School,Ogbagebe
Kogi,Sacred Heart Marist College,Ejule
Kogi,Faith International Secondary School,Itobe
Kogi,Midway International Secondary School,Ejule
Kogi,Idachaba Okama Memorial College,Ugwolawo
Kogi,Community Comprehensive High School,Ogori
Kogi,Magongo Community Secondary School,Magongo
Kogi,Government Science Secondary School,Ogori Magongo
Kogi,Ihima Community Secondary School,Ihima
Kogi,Government Girls’ Unity Secondary School,Oboroke
Kogi,Okehi Community Secondary School,Ikuehi
Kogi,Okehi Community Secondary School,Uboro
Kogi,Okehi Community Secondary School,Oboroke Ihima
Kogi,Okehi Community Science Secondary School,Eika-Ohizenyi
Kogi,Government Day Secondary School,Ebako-Ihima
Kogi,Government Day Secondary School,Ohueta
Kogi,National Iron Ore Mining Project Staff Secondary School,Itakpe
Kogi,Ebira Muslim College,Ikuehi
Kogi,Fce Demonstration Secondary School,Okene
Kogi,Divine Academy Co-Educational Secondary School,Itakpe
Kogi,Bright Future International Secondary School,Obangede
Kogi,Trinity College,Ohueta
Kogi,Ansarul-Islam Secondary School,Oboroke-Ihima
Kogi,Community Secondary School,Obangedee
Kogi,Wisdom Dominion International College,Ihima
Kogi,Odumson Model Academy Oboroke-Ihima,Unknown
Kogi,The Holy Flock Of Christ College,Obeiba-Ihima
Kogi,Abdul Aziz Attah Memorial College,Okene
Kogi,Okene Secondary School,Okene
Kogi,Lennon Memorial College,Ageva-Okene
Kogi,Government Secondary School,Okene
Kogi,Ebira Muslim Community College,Okengwe
Kogi,Okengwe Community Secondary School,Arigo
Kogi,Etahi Community Secondary School,Okene
Kogi,Queen Of Apostles College,Okene
Kogi,Local Government Secondary School,Agassa
Kogi,Local Government Secondary School,Ohiana-Okene
Kogi,Local Government Secondary School,Upogoro
Kogi,College Of Arabic And Islamic Studies,Okene
Kogi,Government Day Secondary School,Ahache-Okene
Kogi,Government Day Secondary School,Iruvucheba
Kogi,Government Girls’ Day Secondary School,Otutu-Okene
Kogi,Okene Central Community Secondary School,Anyava-Okene
Kogi,Okengwe Comprehensive College,Idoma
Kogi,Kadrex International College,Etahi-Okene
Kogi,Qualitative Secondary School,Idoma
Kogi,St. Johst John N Bosco Comprehensive Secondary School,Okene
Kogi,Al- Hilal Islamic Model College,Etahi- Okene
Kogi,Solardad College,Okene
Kogi,Standard Secondary School,Okengwe
Kogi,De- Wisdom Group Of School,Okene
Kogi,Olamaboro Community Grammar School,Okpo
Kogi,Community High School,Ofante
Kogi,Ammeh Commercial College,Etutekpe-Okpo
Kogi,Government Secondary School,Okpo
Kogi,Emomoka Community Secondary School,Adum-Ogugu
Kogi,Iga Community College,Ikeje
Kogi,Agaliga Community Secondary School,Efabo
Kogi,Emoriko Community Secondary School,Adupi-Ogugu
Kogi,Ogugu Community Secondary School,Ogugu
Kogi,Imane Community Grammar School,Imane
Kogi,Emonyoku Community Secondary School,Emonyoku-Ogugu
Kogi,Community High School,Etutekpe-Okpo
Kogi,Qua Iboe Church (Nigeria) Secondary School,Ogugu
Kogi,Babanawa College,Ikeje-Igah
Kogi,Sulab High School,Okpo
Kogi,Emonoja Community College,Ogbofe-Ogugu
Kogi,Emagaba Community Secondary School,Emagaba Ii Ogugu
Kogi,Agaliga Community Comprehensive College,Etukwo
Kogi,Ocheba High School,Igah-Ocheba
Kogi,Ogene Community Model College,Igumale-Ogugu
Kogi,Government Day Secondary School,Ikem-Ogugu
Kogi,Alagalani Community Secondary School,Okpo
Kogi,Community Grammar School,Ejule Ofante
Kogi,"Evergreen International College, Odo Eto",Okpo
Kogi,Emodu Community Secondary School,Emodu
Kogi,"Ofokpo Community Secondary. School, Emagaba",Ogugu
Kogi,Community Secondary School,Ade
Kogi,Government Special Science College,Imane
Kogi,Inele Community Secondary School,Inele
Kogi,Government Secondary School,Abejukolo
Kogi,Ife Community Secondary School,Abejukolo
Kogi,Iyaji Commercial Secondary School,Abejukolo
Kogi,Ife Community Secondary School,Bagaji-Odo
Kogi,Ife Community Secondary School,Ibado-Akpacha
Kogi,Ife Community Secondary School,Agbenema
Kogi,Government Day Secondary School,Abejukolo
Kogi,Agojeju-Odoh Community Secondary School,Agojeju-Odoh
Kogi,Bagana Community Secondary School,Bagana
Kogi,Olla Community Secondary School,Olla
Kogi,Uec Secondary School,Ogodu
Kogi,Odo Community Comprehensive Secondary School,Ajokpachi- Odo
Kogi,Olokwu Community Secondary School,Olokwu
Kogi,Government Science Secondary School,Icheke-Ogame
Kogi,Community Secondary School,Ajiyolo-Ife
Kogi,God’s Reward International College,Ogijo
Kogi,Titcombe College,(Ecwa) Egbe
Kogi,St. Peter’s College,Egbe
Kogi,United Secondary Commercial College,Odo-Ere
Kogi,Government Secondary School,Egbe
Kogi,Comprehensive High School,Odo-Eri
Kogi,Okutadudu High School,Odo-Ere
Kogi,Egbe Comprehensive College,Egbe
Kogi,Government Day Secondary School,Okeri
Kogi,Obagidan Secondary Commercial School,Ogbe
Kogi,Local Government Secondary School,Ejiba
Kogi,Akumarun Community Secondary School,Okoloke
Kogi,Community Secondary School,Odo-Ara
Kogi,Community Grammar School,Oke Ere
Kogi,Okoto Community Grammar School,Odo-Eri
Kogi,Ecwa George Campion Academy,Egbe
Kogi,Heritage College,Egbe
Kogi,Royal Model College,Odo-Eri
Kwara,Government Secondary School,Afon
Kwara,Government Secondary School,Ballah
Kwara,Asa Local Government Commercial Secondary School,Bakase
Kwara,Jamaat Nasiril Islam Grammar School,Oniyere
Kwara,Government Secondary School,Alapa
Kwara,Government Day Secondary School,Otte
Kwara,Government Day Secondary Schol,Aboto-Oja
Kwara,Asa Local Government Secondary Commercial School,Oguntoyinbo
Kwara,Asa Local Government Secondary School,Budo-Egba
Kwara,Community Secondary School,Ogbondoroko
Kwara,Cherubim And Seraphim College,Laduba
Kwara,Ansarul Islam College,Laduba
Kwara,Community Secondary School,Ogele
Kwara,Total Child Secondary School,Araromi-Ilorin
Kwara,Sapati International School,Ilorin
Kwara,Lasoju Comprehensive High School,Lasoju
Kwara,Asa Local Government Secondary School,Temidire
Kwara,Ansarul Islam Secondary School,Aboto Osa
Kwara,Asa Local Government Secondary School,Budo- Tuntun
Kwara,Batonu Baptist Grammar School,Okuta
Kwara,Government Secondary School,Yashikira
Kwara,Government Secondary School,Ilesha-Baruba
Kwara,Government Secondary School,Gwanara
Kwara,Local Government Secondary School,Kosubosu
Kwara,Government Day Secondary School,Okuta
Kwara,Government Secondary School,Sinawu
Kwara,Kasane Secondary School,Shiya
Kwara,Ansarul Islam Secondary School,Gure
Kwara,Community High School,Boriya
Kwara,Government High School,Kenu
Kwara,Ecwa Secondary School,Gure
Kwara,Ansarul-Islam Secondary School,Taberu Bata
Kwara,Cornerstone Secondary School,Chikanda
Kwara,Senior Secondary School,Gwasoro
Kwara,"Senior Secondary School, Gbere Bereru",Ilorin
Kwara,Lafiagi Secondary School,Lafiagi
Kwara,Government Secondary School,Lafiagi
Kwara,Government Secondary School,Bacita
Kwara,Tsaragi Unity Secondary School,Tsaragi
Kwara,Government Secondary School,Shonga
Kwara,Government Day Secondary School,Gbugbu
Kwara,Government Day Secondary School,Lafiagi
Kwara,Yoshua College,Bacita Estate
Kwara,Government Day Secondary School,Zambufu
Kwara,Bata Community School,Efagi
Kwara,Kinti Community Secondary School,Gana Gagi
Kwara,U.M.C.A. Secondary School,Bacita
Kwara,Bata-Kinti Comprehensive High School,Dumagi
Kwara,Etsu Aliyu Senior Secondary School,Isaragi
Kwara,Goshen Christian Academy,Bacita
Kwara,Christ The King College,Bacita
Kwara,Etsu Abdullahi Secondary School,Bacita Village
Kwara,Nysc Model Secondary School,Kpandaragi
Kwara,Ave Maria Catholic Secondary School,Lafiagi
Kwara,Eruku Secondary Commercial School,Eruku
Kwara,Osi Central Secondary School,Osi
Kwara,Government Secondary School,Obbo-Aiyegunle
Kwara,Methodist High School,Eruku
Kwara,Benevolent Comprehensive High School,Obbo-Aiyegunle
Kwara,Koro Grammar School,Koro
Kwara,Community Comprehensive High School,Obbo-Ile
Kwara,Anglican Comprehensive High School,Oke-Opin
Kwara,Etan Community Secondary School,Etan
Kwara,Iketa Grammar School,Osi
Kwara,Community High School,Isapa
Kwara,Divine Providence Catholic Secondary School,Osi
Kwara,Community Senior Secondary School,Ikerin-Opin
Kwara,Snr Sec. School,Isolo-Opin
Kwara,Community Senior Secondary School,Epe Opin
Kwara,Muslim Community Secondary School,Osi
Kwara,"Isare- Opin Grammar School, Osi",Ekiti
Kwara,Ecwa Secondary School,Igbaja
Kwara,Playfair Memorial College,Oro-Ago
Kwara,Omupo (anglican) Grammar School,Omupo
Kwara,Baptist Grammar School,Igbaja
Kwara,Unity/oke-Ode Grammar School,Oke-Ode
Kwara,Idofian Grammar School,Idofian
Kwara,Jama’atu Nasril Islam College,Babanloma
Kwara,Government Secondary School,Share
Kwara,Government Unity Technical College,Amodu Asungbolu
Kwara,Community Secondary School,Elerinjare
Kwara,Community Grammar School,Ora
Kwara,Ansarul Islam Secondary School,Maloko
Kwara,Yaru High School,Yaru
Kwara,Muslim Secondary Commercial School,Igbaja
Kwara,Olayinka Grammar School,Olayinka
Kwara,Idera Community Secondary School,Idera
Kwara,Ajagun Comprehensive High School,Oke-Oro Oro Ago
Kwara,Christian Commercial College,Oro-Ago
Kwara,Community High School,Okanle-Fajeromi
Kwara,Secondary Commercial College,Omi-Aro
Kwara,Government Secondary School,Babanla
Kwara,Agunjin District High School,Agunjin
Kwara,Government Day Secondary School,Owode-Ofaro
Kwara,Agbeku Secondary Commercial School,Agbeku
Kwara,Ebamiyo Community Secondary School,Ebamiyo
Kwara,Ansarul Islam Secondary School,Oko-Ode
Kwara,Agbonna High School,Share
Kwara,Awulesoro High School,Owa-Kajola
Kwara,Government Day Secondary School,Alegongo-Temidire
Kwara,Community Secondary School,Babanloma
Kwara,"Aworo-Ona Grammar School, Irabon",Oro Ago
Kwara,Comprehensive High School,Oke-Ayo
Kwara,Community Secondary School,Ganmo
Kwara,Omupo Muslim College,Omupo
Kwara,"Akewushola College, Amoyo",Ilorin
Kwara,Muslim Community Grammar School,Oke-Oro/oro Ago
Kwara,Igbo-Owu Commercial Secondary School,Igbo-Owu
Kwara,Seventh-Day Adventist Secondary School,Oke Ode
Kwara,Opeloyeru International High School,Ganmo
Kwara,Fomwan Comprehensive College,Oke-Ode
Kwara,Masudo College,Masudo
Kwara,Notre Dame Girls’ Academy Amoyo,Unknown
Kwara,Senior Secondary School,Oke- Oyan
Kwara,"Amoyo Senior Secondary School, Amoyo",Ilorin
Kwara,Government Secondary School,Ilorin
Kwara,Saint Anthony’s Secondary School,Ilorin
Kwara,Cherubim And Seraphim College,Sabo Oke Ilorin
Kwara,Agbeyangi Community Secondary School,Agbeyangi Ilorin
Kwara,Okelele Secondary School,Ilorin
Kwara,"Army Day Secondary School, Sobi-Barracks",Ilorin
Kwara,Community Secondary School,Iponrin
Kwara,Government Secondary School,Lajiki
Kwara,Kwara State School For The Handicapped,Ilorin
Kwara,Tetegun Comprehensive High School,Apado
Kwara,Ayetoro-Ile Community Secondary Commercial School,Ilorin
Kwara,Bukola Ansarul Islam High School,Budo-Are
Kwara,"Community Secondary School, Oke-Oyi",Oja
Kwara,Community Grammar School,Ile-Apa Ilorin
Kwara,Kwara State Polytechnic Secondary School,Ilorin
Kwara,Government Day Secondary School,Karuma
Kwara,Government Day Secondary School,Amule
Kwara,Government Day Secondary School,Fate-Ilorin
Kwara,Ansarul Islam Secondary School,Marafa-Oja
Kwara,University Of Ilorin Secondary School,Ilorin
Kwara,Government Day Secondary School,Tapa Ayetoro-Oja
Kwara,Government Day Secondary School,Oke-Ogbe
Kwara,Kinsey Academy College,Ilorin
Kwara,"Government Day Secondary School, Ojagboro",Ilorin
Kwara,David Akintola College,Ilorin
Kwara,Best Way College,Oke-Oyi
Kwara,Sheba International College,Amilegbe
Kwara,The Word Assembly College,Ilorin
Kwara,Future Leaders Model College,Oja- Gbooro
Kwara,Olokuta Senior Secondary School,Anfeyin-Oja
Kwara,His Grace College,Ilorin
Kwara,"Muslim Model Secondary School, Idi- Ori",Ilorin
Kwara,Ayo College,Ilorin
Kwara,Ifeoluwa International College,Ilorin
Kwara,"Zarat Model College, Isale-Koko",Ilorin
Kwara,Bishop Smith Memorial College,Ilorin
Kwara,Ansarul Islam Secondary School,Ilorin
Kwara,United Community Secondary School,Ilorin
Kwara,Government Secondary School,Omode
Kwara,"Government Girls’ Day Secondary School, Okesuna",Ilorin
Kwara,"Government Day Secondary School, Oke Aluko",Ilorin
Kwara,Government Day Secondary School,Agbabiaka
Kwara,"Government Day Secondary School, Okekere",Ilorin
Kwara,"Muhyideen Arabic Secondary School, Kulende",Ilorin
Kwara,"Government Day Secondary School, Tanke",Ilorin
Kwara,Taoheed Secondary School,Ilorin
Kwara,Anglican Grammar School,Ilorin
Kwara,Ecwa Secondary School,Ganmo
Kwara,Chapel Secondary School,Ilorin
Kwara,Union Baptist Grammar School,Ilorin
Kwara,"Government Day Secondary School, Kulende",Ilorin
Kwara,"Government Day Secondary School, Gaa-Akanbi",Ilorin
Kwara,Christ Apostolic Church Secondary School,Gaa Akanbi
Kwara,Dalex Royal College,Fate-Ilorin
Kwara,Emmanuel Baptist College,Ilorin
Kwara,Ebenezer High School,Ilorin
Kwara,Effective International College,Ilorin
Kwara,Umca High School,Ilorin
Kwara,Precious Gift International School,Ilorin
Kwara,Emmaculate Model College,Iiorin
Kwara,Ifedamola International High School,Ilorin
Kwara,"Nana Aishat Memorial College, Alagbado",Ilorin
Kwara,"Alexandar College Of Art & Science, Upper Gaa Akanbi",Ilorin
Kwara,Cornerstone International Secondary School,Tanke
Kwara,Rehoboth College,Ilorin
Kwara,Ilorin South Local Government Secondary School,Oke-Adini
Kwara,"Adebola College, Gaa- Akanbi",Ilorin
Kwara,Reputable International College,Ilorin
Kwara,Roemichs International School,Llorin
Kwara,Messiah High School,Nnpc Pipe-Line Tanke
Kwara,Okc International College,Ilorin
Kwara,St. Charles College,Ilorin
Kwara,Flora College,Ilorin
Kwara,Lower Niger River Basin Staff College,Ilorin
Kwara,Sango Senior Secondary School,Kulende
Kwara,Excellent International College,Tanke
Kwara,Cornerstone Independent High School,Ilorin
Kwara,Adewumi Abake College,Olorunsogo Upper Gaa Akanbi Ilorin
Kwara,Olumawu College,Ilorin
Kwara,Senior Secondary School,Opolo
Kwara,Abdulaziz- Atta Memorial College,Ilorin
Kwara,Our Lady’s Catholic Secondary School,Kulende
Kwara,"Oluwaseun College, Oloje",Ilorin
Kwara,Sheikh Abdulkadir College,Ilorin
Kwara,Queen Elizabeth School,Ilorin
Kwara,Mount Carmel College,Ilorin
Kwara,Government High School,Ilorin
Kwara,Ilorin Grammar School,Ilorin
Kwara,Baboko Community Secondary School,Ilorin
Kwara,Barakat Community Secondary School,Ilorin
Kwara,Banni Community Secondary School,Ilorin
Kwara,College Of Arabic & Islamic Studies,Ilorin
Kwara,Government Day Secondary School,Alore-Ilorin
Kwara,"Government Girls’ Day Secondary School, Pakata",Ilorin
Kwara,Local Government Secondary School,Odore
Kwara,Government Girls’ Day Secondary School,Oko-Erin
Kwara,"Government Day Secondary School, Airport",Ilorin
Kwara,Federal Government College,Ilorin
Kwara,Baptist Model High School,Ilorin
Kwara,Ilorin Comprehensive High School,Ilorin
Kwara,"Government Day Secondary School, Adewole Estate",Ilorin
Kwara,"Government Day Secondary School, Odo-Okun",Ilorin
Kwara,Modelak Science College,Ilorin
Kwara,Kwara State College Of Education Model Secondary School,Ilorin
Kwara,Government Day Secondary School,Adeta Ilorin
Kwara,"The Apostolic Grammar School, Airport",Ilorin
Kwara,"Eucharistic Heart Of Jesus Model College, Asa Dam Road",Ilorin
Kwara,Olufunke Memorial Secondary School,Ilorin
Kwara,Stephen’s Fountain of Knowledge College,Ilorin
Kwara,IQRA College,Ilorin
Kwara,Jibsorek International College,Ilorin
Kwara,Glorious Vision International College,Ilorin
Kwara,Socrates College,Ilorin
Kwara,Busarialao College,Ilorin
Kwara,An-Nur Islamic College,Ilorin
Kwara,Islamic College,Ilorin
Kwara,Lumex International College,Ilorin
Kwara,"Ilorin West Local Govt. Secondary School, Osin Aremu",Off Asa Dam Road
Kwara,Joel Best Legacy Model College,Oko Erin
Kwara,"Real Option College, Gaa-Odota",Ilorin
Kwara,"Alade College, Taiwo Road",Ilorin
Kwara,"Five Way International Secondary School, Adewole",Ilorin
Kwara,Oluwatoyin Progressive Secondary School,Ilorin
Kwara,"International Arts & Science Academy, Agbabiaka",Ilorin
Kwara,"Muhammed Kamaludeen College, Adewole",Ilorin
Kwara,"Our Lady Of Mount Carmel Private Sec. School, Oloje",Ilorin
Kwara,"Focal Point College, New Yidi Road",Ilorin
Kwara,Gold Academy,Ilorin
Kwara,Dola Star Model College,Ilorin
Kwara,Fortunate International L College Of Arts And Science,Ilorin
Kwara,"Federal Staff Secondary School, Adewole Estate",Ilorin
