State,School Name,Location
Abia,Ohabiam Secondary School,Aba
Abia,Umuagbai Secondary School,Aba
Abia,Girls’ Secondary Commercial School,Aba
Abia,National High School,Aba
Abia,"Sacred Heart College, Eziukwu",Aba
Abia,Wilcox Memorial Comprehensive Secondary School,Aba
Abia,Saint Joseph’s College,Aba
Abia,Eziama High School,Aba
Abia,Girls’ High School,Aba
Abia,Iheorji Secondary School,Aba
Abia,Girls’ Technical College,Aba
Abia,"Osusu Secondary School, Osusu",Aba
Abia,"Mercy Girls’ Secondary School, Ogbor Hill",Aba
Abia,"Dority International Secondary School, Umuodu Avenue, Abayi",Aba
Abia,"Stella Maris Secondary School, Uratta",Aba
Abia,Ninlan Demonstration Secondary School,Aba
Abia,Giant Step International Secondary School,Aba
Abia,Saint Anthony Comprehensive Secondary School,Aba
Abia,Holy Ghost Secondary School,Aba
Abia,Faith Tabernacle Comprehensive Secondary School,Aba
Abia,Mater Misericordiae Secondary Technical College,Aba
Abia,Dr. Lady Grace Ngozichukwu Iwuagwu Juniorate,Aba
Abia,New Generation International Secondary School,Aba
Abia,Rich Devos International Secondary School,Aba
Abia,Holy Cross Secondary School,Aba
Abia,Holy Family Model Secondary School,Aba
Abia,Juval Comprehensive Secondary School,Aba
Abia,Maxi Comprehensive College,Aba
Abia,Prize Mates Model Academy,Aba
Abia,Practical Computer Comprehensive Secondary School,Aba
Abia,Intellectual Giants Christian Academy,Aba
Abia,Rubeth International Christian Secondary School,Aba
Abia,Modern Child College,Aba
Abia,"Standard Comprehensive High School, Ehere",Aba
Abia,Ulasi Road Girls’ Secondary School,Aba
Abia,"Victory College International, Obohia",Aba
Abia,"Heritage Comprehensive Secondary School, Ariaria",Aba
Abia,Saint James Model Secondary School,Aba
Abia,Major Model Secondary School,Aba
Abia,Rock House College,Aba
Abia,"Premier International Secondary School, Ikot-Ekpene Road",Aba
Abia,Cornerstone International Secondary School,Ogbor-Hill
Abia,"Emmanuel International Secondary School, Ogbor-Hill",Aba
Abia,"Foundation Secondary School, Umungasi",Aba
Abia,Unique Christian High School,Aba
Abia,Sword Of God Model School Academy,Aba
Abia,Santana Rhetorical International School,Aba
Abia,Unity Secondary School,Aba
Abia,God’s Intervention Academy,Aba
Abia,Tina’s Day Secondary School,Aba
Abia,Divine Grace International Secondary School,Aba
Abia,St. Joseph Comprehensive Secondary School,Aba
Abia,Lilac Comprehensive Secondary School,Aba
Abia,Mothercare International Secondary School,Aba
Abia,Blessing International Secondary School,Aba
Abia,Immaculate Child Academy Secondary School,Aba
Abia,Oriental Comprehensive Secondary School,Aba
Abia,Methodist High School,Aba South
Abia,Southland Secondary School,Aba South
Abia,Nnamdi Azikwe Model Secondary School,Aba North
Abia,Ugo Comprehensive Secondary School,Aba
Abia,Peterfranklin Secondary School,Aba North
Abia,God’s Own Academy,Aba
Abia,Solid Foundation International Secondary School,Aba
Abia,The Presbyterian Secondary School Aba,Unknown
Abia,Friedel Kropf’s Educational Centre,Aba
Abia,Sir Patrick’s Memorial School,Aba
Abia,United Evangelical High School,Aba
Abia,Ifeanyichukwu International Secondary School,Aba
Abia,Better Result Christian College,Aba
Abia,"Mater Misericordiae Secondary Technical College, Iheorji",Aba
Abia,"Christ The King Cathedral Secondary School, Asa",Aba
Abia,Merit Base International Christian College,Aba
Abia,Shammah Christian College,Aba
Abia,Confidence Academy Secondary School,Aba
Abia,Wisdom International Secondary School,Aba
Abia,High Grade Model Academy,Aba
Abia,Holyland International Standard Secondary School,Aba
Abia,Great Brains Academy Secondary School,Aba
Abia,St. Jude’s Secondary School,Aba
Abia,Global Kids International Secondary School,Aba
Abia,Divine Wisdom Secondary School,Aba
Abia,Benneth International Christian Secondary School,Aba
Abia,Marymel High School,Aba
Abia,Mayfield Secondary School,Aba
Abia,"All Saints Comprehensive Secondary School, Obohia Rd",Aba
Abia,Total Knowledge International School Of Arts & Science,Aba
Abia,James Okwandu Memorial Secondary Technical College,Onicha Ngwa
Abia,Oasis Christian Academy Secondary School,Amaorji Nkwn
Abia,Jet Age Private Secondary School,Amapu
Abia,Great Omega College,Aba
Abia,Shekinah Model Academy,Aba
Abia,Giant Step International Secondary School Two,Aba
Abia,Global Academy Secondary School,Aba
Abia,"Sound Base Academy, Ogbor-Hill",Aba
Abia,"Sure Foundation Academy, Ogbor-Hill",Aba
Abia,Providence International Secondary School,Aba
Abia,Aggrey Memorial College,Arochukwu
Abia,Achara Secondary School,Ihechiowa
Abia,"Ovukwu Abam Secondary School, Atan",Abam
Abia,Isu Secondary Commercial School,Isu
Abia,Ututu Secondary Commercial School,Ututu
Abia,"Abam High School, Ozu",Abam
Abia,Ihechiowa High School,Ihechiowa
Abia,Mary Slessor Secondary Technical School,Arochukwu
Abia,Ututu Secondary School,Arochukwu
Abia,Umunnabuo Secondary Technical School,Ihechiowa
Abia,Ohaeke Secondary School,Idima-Abam
Abia,"Ututu Secondary Technical School, Obiene",Arochukwu
Abia,"Okpo Secondary School, Ihechiowa",Arochukwu
Abia,Onyerubi Comprehensive Secondary School,Ndi Oji Abam
Abia,Uruji Comprehensive Secondary School,Amuru Abari
Abia,Comprehensive Secondary School Amuvi,Arochukwu
Abia,Ugwuakuma International Secondary School,Arochukwu
Abia,Kolping International College,Ozuabam Arochukwu
Abia,Madonna Secondary School,Ugwuakuma
Abia,Methodist College,Uzuakoli
Abia,Girls’ Secondary School,Uzuakoli
Abia,Comprehensive Secondary School,Okoko Item
Abia,"Comprehensive Secondary School, Ndiwo",Itumbuzo
Abia,"Community Secondary School, Amazu",Umuhu Ezechi
Abia,"Mercy Seminary, Etiti Ulo",Bende
Abia,Item Community High School,Item
Abia,Igbere Secondary School,Igbere
Abia,Ozuitem Secondary School,Ozuitem
Abia,Secondary Grammar School,Bende
Abia,"Umuimenyi Secondary Technical School, Amaohuru",Nkpa
Abia,Alayi Secondary Commercial School,Alayi
Abia,Uzuakoli Secondary School,Uzuakoli
Abia,Ugwueke Secondary School,Ugwueke
Abia,Senior Science School,Alayi
Abia,Mercy Juniorate,Ndiwo-Itumbuzo
Abia,Isiala Community Secondary School,Akoli Imenyi
Abia,Seat Of Wisdom Secondary School,Amaeke Item
Abia,"Ubibia High School, Ubibia",Bende
Abia,St. Christopher Methodist Seminary,Uzuakoli
Abia,St. Anthony Comprehensive Secondary School,Alayi
Abia,Ugwunkpa Community Secondary School,Bende
Abia,"Community Secondary School, Okporoenyi",Bende
Abia,Wesley Methodist Seminary,Ndoro
Abia,Oboro Secondary School,Ikwuano
Abia,Ikwuano Secondary School,Ariam
Abia,Azuiyi Oloko Secondary School,Ikwuano
Abia,Ibere Comprehensive Secondary School,Ikwuano
Abia,"Community Secondary School, Ntalakwu",Oboro
Abia,"Senior Science School, Ariam",Ikwuano
Abia,Awom Naebo Secondary Technical School,Awom-Oboro Ikwuano
Abia,Midtown Comprehensive Secondary School,Nchara Oloko
Abia,Methodist Comprehensive Secondary School,Ndieke-Okoro Ikwuano
Abia,"Community Senior Grammar School, Oloko",Ikwuano
Abia,"Ogbuebulle Community Secondary School, Oboro",Ikwuano
Abia,Nnono High School,Oboro-Ikwuano
Abia,"Community Secondary School, Ihim, Ibere",Ikwuano.
Abia,Ambassador’s Model College,Obiohia
Abia,Umuoha Secondary School,Umuoha
Abia,Umunna Comprehensive Secondary School,Umuosu Nsulu
Abia,Ama-Asaa Secondary Technical School,Nsulu
Abia,Grammar School,Nbawsi
Abia,Secondary Technical School,Amapu Ntigha
Abia,Ihie High School,Ihie
Abia,"Girls’ High School, Umunkolo",Mbawsi
Abia,Mercy Juniorate,Ntigha
Abia,Secondary Technical School,Ngwa-Ukwu
Abia,Ntigha Secondary Grammar School,Ntigha
Abia,Ohuhu Nsulu Secondary School,Isiala Ngwa
Abia,Abia State Senior Science School,Ihie
Abia,Saint Augustine’s Anglican Seminary,Nbawsi
Abia,Our Lady Comprehensive Secondary School,Umueleghele
Abia,"Gabek International Secondary School, Nbawsi",Isiala-Ngwa North
Abia,St. Jude’s Comprehensive Secondary School,Ahiaba Ubi
Abia,"Holy Family Secondary School, Osusu",Isiala Ngwa
Abia,Zenith Comprehensive Secondary School,Nbawsi
Abia,Sacred Heart Senior Secondary School,Eziama Ntigha
Abia,St. Jude’s International Comprehensive Secondary School,Isiala Ngwa North
Abia,St. Catherine’s International Comprehensive Secondary School,Isiala Amapu Ntigha
Abia,St. David Comprehensive College,Uratta Umuoha
Abia,Friends College,Nbawsi
Abia,Erudite Model Schools,Aba South
Abia,St. Peters Model Secondary School,Aba North
Abia,Impressive Model Secondary School,Mbawsi
Abia,Intellectual Foundation Secondary School,Isialangwa
Abia,Nchewa Bernard Secondary School,Umuode
Abia,Victory Comprehensive College,Mbawsi
Abia,Community Secondary School,Isialangwa
Abia,Firm Foundation Secondary School,Umunna Nsulu
Abia,Ndiolumbe Comprehensive Secondary School,Ndiolumbe
Abia,Ovungwu Secondary School,Umuapu
Abia,"Okporo Ahaba Secondary School, Umuajuju",Isiala Ngwa
Abia,Girls’ Secondary School,Owerrinta
Abia,Annunciation Seminary,Amaudara
Abia,Saint Ephraim’s Secondary School,Owerrinta
Abia,Nvosi High School,Umunkpeyi
Abia,Mbutu Ngwa Secondary School,Mbutungwa
Abia,Ovuokwu/Omoba Secondary School,Omoba
Abia,"Nneisi Community Secondary School, Nneisi",Umuezu
Abia,"Amano Secondary Technical School, Amaede",Ovungwu
Abia,Adventist Secondary Technical College,Owerrinta
Abia,Lucy Memorial Secondary School,Amairi
Abia,"Evangel Demonstration Secondary School, Umuene",Isiala Ngwa South
Abia,St. Anthony Comprehensive Secondary School,Nbawsi
Abia,Holyland Christian College,Isiala Ngwa
Abia,Eze Memorial Comprehensive Secondary School,Isieketa-Omoba
Abia,"St. Michael’s Secondary School, Umuacha",Isiala Ngwa
Abia,Glorious Comprehensive Secondary School,Owerrinta
Abia,High Standard Secondary School,Ndiolumbe
Abia,Monsignor Ahunaya Memorial Secondary School,Amapu Umuoha
Abia,Ene’s Comprehensive Secondary School,Owerrinta
Abia,St. Vincent Catholic Secondary School,Aga
Abia,Seat Of Wisdom Secondary School,Isiala Ngwa
Abia,Living Bread International Secondary School,Umuoleke Isiala Ngwa
Abia,Samec International Secondary School Obekwesu,Unknown
Abia,"Charity International Secondary School, Amuke",Isiala-Ngwa
Abia,First Class Comprehensive Secondary School,Omoba
Abia,The Lords International Secondary School,Omoba
Abia,Christian Intellectual Academy,Isialangwa
Abia,Immaculate Comprehensive Secondary School,Umuagu
Abia,Model Secondary School,Umuikaa
Abia,Secondary Technical School,Ovim Isuikwuato
Abia,Acha Secondary School,Isuikwuato
Abia,Uturu Secondary School,Uturu
Abia,Eluama Secondary School,Isuikwuato
Abia,"Central Oguduasa Secondary School, Ovim",Isuikwuato
Abia,Ahaba Imenyi Secondary School,Isuikwuato
Abia,Isuikwuato High School,Isuikwuato
Abia,Marist Comprehensive Academy,Uturu
Abia,Girls’ (model) Secondary School,Ovim
Abia,Marist Brothers’ Juniorate,Uturu
Abia,Nunya Community Secondary School,Isuikwuato
Abia,"International Secondary School, Abia State University",Uturu
Abia,"Acha Secondary Technical School, Acha",Isuikwuato
Abia,Achara Uturu Secondary School,Uturu
Abia,Mbaugwu Community Secondary School,Uturu
Abia,Queen Of Apostle’s Secondary Technical School,Isuikwuato
Abia,"Assumption Model Secondary Technical School, Ukwunwangwu",Uturu
Abia,Fatima Secondary Technical School,Isuikwuato
Abia,Wesley Comprehensive College,Isuikwuato
Abia,"Kolping International College, Ozuabam",Arochukwu
Abia,"Holy Cross High School, Uturu",Isuikwuato
Abia,All Saints Methodist Comprehensive Secondary School,Uturu
Abia,Akanu Ohafia Secondary School,Ohafia
Abia,Army Day Secondary School,Ohafia
Abia,Isiama Comprehensive Secondary School,Okagwe
Abia,Enuda High School,Abiriba
Abia,"Coronata Secondary School, Asaga",Ohafia
Abia,"Saint Anthony’s Secondary School, Amaekpu",Ohafia
Abia,Ohafia High School,Ebem Ohafia
Abia,Egwuena Girls’ Secondary School,Abiriba
Abia,Ohafia Girls’ Secondary School,Ohafia
Abia,Nkporo Comprehensive Secondary School,Nkporo Ohafia
Abia,"Okamu Secondary Commercial School, Okamu",Ohafia
Abia,Onarubi Secondary Technical School,Abiriba
Abia,Hope Waddell International Secondary School,Ohafia
Abia,"Secondary Technical School, Amangwu",Ohafia
Abia,Etitiama High School,Nkporo
Abia,"Secondary Commercial School, Elughu Nkporo",Ohafia
Abia,"Nkporo Secondary Technical School, Amurie-Nkporo",Ohafia
Abia,Reinhold International Secondary School,Abiriba
Abia,Collins Memorial College,Elu Ohafia
Abia,Federal Government College,Ohafia
Abia,Isiugwu Ohafia Comprehensive Secondary School,Ohafia
Abia,Valley View College,Ohafia
Abia,Girls’ Secondary School,Asaga-Ohafia
Abia,Adventist Technical Secondary School,Ohafia (Atess)
Abia,Ifemba International Academy,Akanu Ohafia
Abia,Triumph Comprehensive College,Asaga Ohafia
Abia,Abia Ohafia Community Senior Secondary School,Ohafia
Abia,Eziafor Community Senior Secondary School,Ohafia
Abia,Amuma Community Secondary School,Ohafia
Abia,Nkwebi Community Secondary School,Nkwebi
Abia,"Amibe Community Secondary School, Amuke",Ohafia
Abia,Ndiakata Secondary School,Ndiakata
Abia,Osokwa Community Secondary School,Osokwa
Abia,Comprehensive Secondary School,Umunkiri
Abia,Onicha Ngwa Community Secondary School,Onicha Ngwa
Abia,Community Secondary School,Ohanze
Abia,Nenu Community Secondary School,Nenu
Abia,Ovom Ama-Asaa Secondary School,Aba
Abia,Alaukwu Comprehensive Secondary School,Umuobiakwa
Abia,Comprehensive Secondary School,Owo-Ahiafor
Abia,Abala Ibeme Secondary School,Abala Ibeme
Abia,Comprehensive Secondary School,Owo-Elu
Abia,Ovom Girls’ High School,Ovom
Abia,Community Girls’ Secondary School,Umungasi
Abia,Comprehensive Secondary School,Okpu-Umuobo
Abia,Amator Secondary Technical School,Umuoyoro
Abia,Nigerian Christian Seminary,Asa Nne-Ntu
Abia,Comprehensive Secondary School,Mgboko Amairi
Abia,Ngwa High School,Abayi
Abia,Girls’ Secondary School,Abayi-Umuocham
Abia,All Saints Secondary School,Ehere
Abia,Comprehensive Secondary School,Mgboko Itungwa
Abia,Saint Anne’s Secondary School,Umuobasi Amavo
Abia,Mgboko Umuanunu Community Secondary School,Obioma Ngwa
Abia,Our Saviour Girls’ Secondary School,Okpu Umuobo
Abia,Alaoma Secondary Technical School,Akpaa Mbato
Abia,Umuocham Girls’ Secondary School,Aba
Abia,Ahiaba High School,Ahiaba Obingwa
Abia,St. Michael’s Comprehensive Secondary School,Umuehilegbu Umuochan
Abia,Living Word Academy Secondary School,Abayi Ugwuala
Abia,Dahlia Legendary High School,Aba
Abia,Holy Trinity Secondary School,Aba
Abia,Montessori International Secondary School,Aba
Abia,Evangel Seminary Ovom,Aba
Abia,Cor Mariae Girls’ Comprehensive Secondary School,Aba
Abia,Saint Patrick’s Model Secondary School,Aba
Abia,"Saint Bridget’s College, Umueze",Aba
Abia,Carol-P International College,Aba
Abia,"D-Nals High School, Ogbor Hill",Aba
Abia,Glorious Vision Seminary,Aba
Abia,Saint Moses Secondary School,Umuekpe-Amavo
Abia,Golden Gate Demonstration Secondary School,Aba
Abia,Mbutu Umuojima Community Secondary School,Umuojima Ogbu
Abia,Saint Leo The Great Comprehensive Secondary School,Oberete Asa
Abia,Modern Christian Secondary School,Aba
Abia,His Miracle College,Umuobe Ovom
Abia,Universal Model Secondary School,Aba
Abia,Uratta Comprehensive Secondary School,Egbede Osisioma
Abia,Ekcela International Secondary School,Aba
Abia,Divine International Secondary School,Aba
Abia,Waggom Model Seminary,Osisioma
Abia,"Nigerian Christian Academy Secondary School, Umuopara",
Abia,Solos Comprehensive Secondary School,Osisioma
Abia,"Basic Noble Giants Secondary School, Uzoahiangwa",Umuode
Abia,"St. John’s Model Secondary School, Umunkiri",Obinewa L.G.A.
Abia,"National Comprehensive Secondary School, Umuokea",Aba
Abia,God First International Secondary School,Abayi
Abia,Bezaleel Model Academy Umuatako,Aba
Abia,Lizzy Secondary School,Abayi Aba
Abia,Amazing Grace Academy Secondary School,Abayi Aba
Abia,Sab Private Secondary School,Obingwa Aba
Abia,Abayi International Secondary School,Abayi
Abia,God’s Family Secondary School,Aba
Abia,Concord International Secondary School,Aba Amator Aba
Abia,City Of Wisdom International School,Aba
Abia,"St. Mary Comprehensive Secondary School, Umuogheala",Aba
Abia,City Lab Comprehensive School,Aba
Abia,Godwill International Secondary School,Aba
Abia,Archdeacon Joseph College,Mbutu Isiala
Abia,Divine Christian College,Aba
Abia,Pitman’s Model Secondary School,Aba
Abia,Science Base International Secondary School,Aba
Abia,"Heritage International Secondary School, Osusu",Aba
Abia,Light Of Christ International College,Okporoala
Abia,Nigeria Christian High School,Nlagu
Abia,Franklyn Secondary School,Umuimo
Abia,Redeemed Child Academy,Aba
Abia,Holy Family Secondary School,Mgboko-Umorio Obingwa
Abia,"New Breed International Secondary School, Umuechem, Ariaria",Aba
Abia,Dayspring Academy,Aba
Abia,"Gift International Model School, Ogbor Hill",Aba
Abia,"Flame International College, Umule",Aba
Abia,Word Of Faith Secondary School,Umuokohia Aba
Abia,Seat Of Knowledge International Secondary School,Umungasi Aba
Abia,Ss Anthony & Jude College,Umungasi-Aba
Abia,Superlative Academy Sec. School,Asamoka Osisioma
Abia,Access International Model Secondary School,Aba
Abia,St. Maze Sec. School,Obuzor
Abia,Jiprin Model Secondary School,Umuokahia
Abia,Stella Maris College,Abayi Umueze
Abia,Convenant High School,Aba
Abia,Footstep International Secondary School,Aba
Abia,Grace Land College,Umungasi Aba
Abia,Dozzy International Model School,Ntighauzor Obingwa
Abia,Eziaha Academy,Aba
Abia,Merian International Secondary School,Aba
Abia,Christ Foundation Academy,Aba
Abia,Comprehensive Secondary School,Ohuru-Ndoki
Abia,"Community Secondary School, Akirika",Azumini
Abia,National Secondary School,Azumini
Abia,Akwete Secondary Technical School,Akwete
Abia,Ndoki Community Secondary School,Obohia
Abia,Ikwuorie Comprehensive Secondary School,Ohanku
Abia,Ikwueke Community Secondary School,Ohambele
Abia,"Community Secondary School, Mkporobe",Ukwa
Abia,Seat Of Wisdom Secondary School,Obohia
Abia,"Federal Science & Technical College, Ohanso",Ukwa
Abia,Community Senior Secondary School,Obeaku Ndoki
Abia,St. Francis Catholic Secondary School,Akirikanta
Abia,"Ascension Junior Seminary, Umuebulungwu",Asa
Abia,Owaza Secondary School,Owaza-Asa
Abia,Community Secondary School,Obokwe Asa
Abia,Ozar Secondary School,Asa
Abia,Umuekechi High School,Umuekechi Asa
Abia,Asa High School,Asa
Abia,Ogwe Comprehensive Secondary School,Ogwe
Abia,Lady Victoria Obinya Juniorate,Umuorie-Asa
Abia,Chyvik Model Secondary School,Obechie
Abia,Tower of Light Comprehensive Secondary School,Ukwa
Abia,Regina Caeli Secondary School,Obehie-Asa
Abia,"Immanuel International Secondary School, Owaza, Asa, Ukwa West Lga",A
Abia,Dynamic Secondary School,Owaza
Abia,"Richland International Secondary School, Umelechi",Isi-Obuzor
Abia,"Right Steps Christian Comprehensive College, Umuahala",Obuzor
Abia,Community Secondary School,Umuaka.
Abia,St. Anne’s Secondary School,Obehie
Abia,Government College,Umuahia
Abia,Ubakala Secondary School,Nsukwe
Abia,Secondary Technical School,Umunwanwa
Abia,"Okaiuga Nkwoegwu Secondary School, Okaiuga",Umuahia
Abia,Girls’ Secondary School,Umuahia
Abia,Amuzukwu Girls’ Secondary School,Umuahia
Abia,Ohuhu Community Secondary School,Amaogwugwu Umuahia
Abia,Ibeku High School,Umuahia
Abia,Sancta Crux Secondary School,Olokoro
Abia,Saint Mary Magdalene’s Anglican Girls’ Seminary,Ubakala
Abia,Evangel High School,Old Umuahia
Abia,William’s Memorial Secondary School,Afugiri
Abia,Community Secondary School,Isingwu
Abia,Umuopara Secondary School,Umuahia
Abia,Afugiri Girls’ Secondary School,Umuahia
Abia,"Immaculate Conception Seminary, Ahieke",Umuahia
Abia,Community Secondary School,Nsirimo Umuahia
Abia,"Secondary Technical School, Afaraukwu",Umuahia
Abia,Holy Ghost Secondary Technical School,Umuahia
Abia,Secondary Technical School,Ofeme-Umuahia
Abia,Nsirimo Secondary School,Nsirimo
Abia,Girls’ High School,Umuahia
Abia,Saint Theresa’s Girls’ Secondary School,Olokoro Umuahia
Abia,Bishop Nwedo Memorial Boys’ High School,Ossah
Abia,Federal Government Girls’ College,Umuahia
Abia,Community High School,Isieke Ibeku
Abia,Ossah Community Secondary School,Umuahia
Abia,Mbom Community High School,Mbom Umuahia
Abia,Amakama Community High School,Amakama
Abia,Nelcinn Comprehensive Secondary School,Umuahia
Abia,St. Cecilia’s Academy,Umuahia
Abia,Orieamaenyi Secondary School,Umuahia
Abia,University Demonstration Secondary School,Umuahia
Abia,Victory International Comprehensive Secondary School,Afugiri
Abia,The Master’s Vessel Classical Academy,Umuahia
Abia,Britach Secondary School,Umuahia
Abia,Hope International Secondary School,Umuahia
Abia,"Good Shepherd Senior Secondary School, Umueze, Ibeku",Umuahia
Abia,Margaret High School,Umuahia
Abia,Ujah’s College,Amuzu Ubakala
Abia,Ave Maria Precious Secondary School,Ubakala
Abia,St Patricks’ Model Senior Secondary School,Umuahia
Abia,Jomeg College Umuagu Ibeku Umuahia,Unknown
Abia,Christland Mission Senior Secondary School,Amuzukwu
Abia,St. Paul’s International Secondary School,Amuzukwu Layout Umuahia
Abia,Resonance Model Secondary School,Umuahia
Abia,Olokoro Girls Senior Secondary School,Olokoro
Abia,"Pius Comprehensive Secondary School, Umuigwe",Amakama- Umuahia
Abia,Stella Gold International Model Schools,Umuahia
Abia,Jessy Christian Model Secondary School,Ubakala
Abia,Ohiya Community Secondary School,Umuahia
Abia,Ndume Otuka Community Secondary School,Ahiaeke
Abia,Kings College Academy Umuagu-Ibeku,Umuahia
Abia,The King’s Capital Academy,Umuahia
Abia,Intellectual Giants Christian Academy Secondary School,Umuahia.
Abia,MAYFAIR ACADEMY,UMUAHIA
Abia,Mgbarakuma Community Secondary School,Ubakala- Umuahia
Abia,Secondary Technical School,Obegu
Abia,Akanu Ngwa High School,Ugwunagbo
Abia,Community Comprehensive Secondary School,Ihie-Ukwu
Abia,Comprehensive Secondary School,Oza Umuebukwu
Abia,Little Friends Of Mary Secondary School,Osusu-Umelendu
Abia,Umuaja Community Secondary School,Ebubengwa
Abia,Umuaja Community Sec. School,Ebubengwa
Abia,"Pivot Secondary School, Asa-Nnetu",Ugwuwagbo
Abia,"Loretto Boys High School, Osusu",Umuelendu
Abia,Alaiyi Community Senior Secondary School,Umugo
Abia,"King’s Unity Senior Secondary School, Osieke, Obegu",Ugwunagbo
Abia,New World International Secondary School,Umule Oso Amadi Ugwunagbo
Abia,Diamond High School,Ugwunagbo
Abia,Skylimit Model Secondary School,Umuobidi
Abia,Bright Star International Secondary School,Umuchenna Ugwunagbo
Abia,Ngodo Girls’ Secondary School,Ngodo Isuochi
Abia,Umuaku Secondary School,Isuochi
Abia,Comprehensive Secondary School,Umuchieze
Abia,Isuochi Secondary School,Isuochi
Abia,Nneato Secondary School,Nneato
Abia,Obinolu Secondary Technical School,Ngodo Isuochi
Abia,Mbala Community Secondary School,Mbala Isuochi
Abia,Immaculate Conception College,Lokpaukwu
Abia,Methodist College,Nneochi
Abia,Evangel Comprehensive Secondary School,Isuochi
Abia,Lokpanta Secondary School,Lokpanta Umuchieze
Abia,Mater Christi Academy,Ngodo Umunneochi
Abia,Leru Secondary School,Umuchieze
Abia,Queen Of Apostles Secondary Technical School,Obulo
Abia,Prince Nnamdi Ekebuisi Royal Secondary School,Nkwoagu Isuochi
Abia,Peace Comprehensive Secondary School,Nkwuagu Isuochi
Abia,"Parousia International Secondary School, Isuochi",Umunneochi
Abia,"Seat Of Wisdom Comprehensive Secondary School, Nkwoagu",Isuochi
Abia,Lopez International Secondary School,Aba
Abia,Divine Rhema Academy,Aba
Abia,"New Heaven Christian Academy, Umuakoli Rd",Ohabiam Aba
Abia,Mainland Comprehensive Secondary School,Aba
Abia,Madona Model Academy,Aba
Abia,Ijeoma Standard Academy,Aba
Abia,Providence Skills College,Aba
Abia,Brainfield Secondary School,Aba
Abia,Nizar Model Secondary School,Aba
Abia,Abba Comprehensive Secondary School,Aba
Abia,Divine Light Seminary Senior Secondary School,Aba
Abia,Divine Step International Model Secondary School,Aba
Abia,Adonai College,Aba
Abia,Kanma Model Senior Secondary School,Aba
Abia,"Rockland College, Uratta",Aba
Abia,Starlight Model Academy,Aba.
Abia,Acess Model Secondary School,Aba
Abia,Higher Ground International Schools,Aba
Abia,Experience Model Secondary School,Aba
Abia,Holy Guide Model International Secondary School,Aba
Abia,Blessed Christian Academy,Aba
Abia,Chims Model Academy,Urratta Rd. Aba
Abia,Great Immaculate Secondary School,Aba
Abia,Mater Christi Girls’ Model Secondary School,Aba
Abia,Peniel International Seminary,Aba
Abia,Eddymay Standard Christian Academy,Aba
Abia,Peter Franc Foundation Academy,Aba
Abia,Transparency International Academy Secondary School,Aba
Abia,Nekon Schools,Aba
Abia,Waggon Faith Comprehensive College,Aba
Abia,Royal Rock Academy,Aba
Abia,New Trend International Secondary School,Aba
Abia,Golden Foundations International Secondary School,Aba
Abia,Glorious Life International College,Aba.
Abia,Tonycynthia International Secondary School,Aba
Abia,Genius’ World Academy,Aba
Abia,Calvary Comprehensive Secondary School,Aba
Abia,Worldwide Secondary School,Aba
Abia,Godly Children International Secondary School,Aba
Abia,COMPLETE INTERNATIONAL COLLEGE,ABA
Abia,Queen Esther International Model School,Aba
Abia,Brainfield International Secondary School,Aba
Abia,Chigozie International Secondary School,Aba
Abia,St. Paul Secondary School,Abaukwu
Abia,Amazing Strides International School,Aba.
Abia,Galazy Gem College,Aba.
Abia,Oxbridge Academy Secondary School,Osisioma
Abia,Pinnacle Technical College,Obingwa
Abia,"Goldmate Comprehensive Secondary School, Ovom",Obingwa
Abia,Unique Model Schools,Umuafor Obingwa
Abia,Oxfords International Secondary School,Aba
Abia,Living-Stone International Christian Secondary School,Aba
Abia,World-Class International Secondary School,Obingwa
Abia,Atlantic Model Academy,Osoisioma
Abia,Turning Point International School,Osisioma
Abia,His Mercies College,Osisioma
Abia,"Anointed International Secondary School, Umuwaoma",Obingwa
Abia,Madonna Comprehensive Secondary School,Osokwa
Abia,Fedora Grammar School,Umuosi Vill Alaoma
Abia,Graceland Model International Secondary School,Udo-Osi
Abia,Paragon International Academy,Osisioma
Abia,Wisdom Rules College,Aba
Abia,Paragon City Light College,Aba
Abia,"Emmanuel Group Of Schools, Ohanze",Aba
Abia,Reigning King International School,Aba
Abia,St. Dominic College,Aba
Abia,Patsy Elite Secondary School,Aba
Abia,"All Nations Christian Academy, Umuojima",Osisioma
Abia,Bright Stars International Secondary,Aba
Abia,Diamond Base Academy,Obingwa.
Abia,Holy Trinity Catholic College,Obuzor
Abia,Merit Secondary School,Umuaduru
Abia,Lumen Christi Catholic Secondary School,Osisioma
Abia,"Apostolic Faith Secondary School, Abayi",Owuahia
Adamawa,Government Day Secondary School,Borrong
Adamawa,Government Day Secondary School,Demsa
Adamawa,Government Day Secondary School,Bille
Adamawa,Government Day Secondary School,Kpasham
Adamawa,Government Day Secondary School,Kodomun
Adamawa,Government Day Secondary School,Dwam
Adamawa,Government Day Secondary School,Mbula
Adamawa,Ecwa Academy,Demsa
Adamawa,Government Secondary School,Fufore
Adamawa,Government Day Secondary School,Karlahi
Adamawa,Government Day Secondary School,Malabu
Adamawa,Government Day Secondary School,Gurin
Adamawa,Government Day Secondary School,Yadim
Adamawa,Government Day Secondary School,Pariya
Adamawa,Government Day Secondary School,Farang
Adamawa,Government Science Secondary School,Sugu-Ganye
Adamawa,Government Secondary School,Sugu
Adamawa,Government Day Secondary School,Gurum
